id;title;opening;closing;short_desc;lat;lon;zone;type;infos;contact
r718;Cafet'U le P@tio;110,111,111,111,111,000,000;0;Au sein du Resto U Lombarderie;47,23499;-1,555826;Nantes;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/bd2391129a836eb0449648632620bc75.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U Lombarderie</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 8h00 à 20h00 </p>
<h2>Moyen d'accès</h2><p>Bus 23 - arrêt : Haute Forêt
<br/>Tramway Ligne 2 - arrêt : Michelet-Sciences</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse / 2 learning center / Espace lounge
<br/>Établissements à proximité : UFR Sciences et techniques - Lycée St-Félix - Lycée Le Loquidy - Lycée Michelet<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U le P@tio</h2><p>30, Rue de la Haute fôret, 44300 Nantes</p>
r719;Cafet'U IUT Centre Nantes;110,110,110,110,110,110,000;0;Au sein de l'IUT Centre;47,2233935;-1,5453917;Nantes;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/0e520b15a779b3e5a32f5d6aeb889cb3.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'IUT Centre</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 8h30 à 17h00</p>
<h2>Moyen d'accès</h2><p>Bus C1 - arrêt : St-Clément
<br/>Bus C6 - arrêt : Foch-Cathédrale</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : IUT Joffre - Lycée Livet<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U IUT Centre Nantes</h2><p>3, Rue Maréchal Joffre, 44000 Nantes</p>
r720;Cafet'U UFR Sciences Nantes;110,110,110,110,110,000,000;0;Au sein de l'UFR Sciences;47,237842;-1,553981;Nantes;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/c1b67b1338554aa4566c23ce5acd06d0.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'UFR Sciences</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 8h00 à 18h00</p>
<h2>Moyen d'accès</h2><p>Tramway Ligne 2 - arrêt : Morrhonnière-Petit Port</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : UFR Sciences et techniques - Lycée St-Félix - Lycée Le Loquidy
<br/><br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U UFR Sciences Nantes</h2><p>2, Rue De La Houssinière, 44300 Nantes </p>
r721;Cafet'U UFR Droit Nantes;110,110,110,110,110,000,000;0;Au sein de l'UFR Droit;47,243982;-1,550973;Nantes;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/17f1d858cdb2e7d486fe85276904e476.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'UFR Droit</p>
<h2>Horaires</h2><p>Du lundi au jeudi
<br/>de 9h00 à 17h00
<br/>Le vendredi
<br/>de 9h00 à 15h00</p>
<h2>Moyen d'accès</h2><p>Tramway Ligne 2 - arrêt : Facultés</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : UFR Lettres - UFR Langues et Sciences Humaines - UFR Sciences économiques et de Gestion - UFR Droit - STAPS -IUFM - Audencia - Ecole centrale - ENITIAA
<br/><br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U UFR Droit Nantes</h2><p>Chemin de la Censive du Tertre, 44300 Nantes</p>
r722;Cafet'U UFR Lettres Nantes;110,110,110,110,110,000,000;0;Au sein de l'UFR Lettres;47,246152;-1,550523;Nantes;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/b782fb00a498cea2f34e7ae51012fc00.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'UFR Lettres</p>
<h2>Horaires</h2><p>Du lundi au jeudi
<br/>de 9h00 à 17h00
<br/>Le vendredi
<br/>de 9h00 à 15h00</p>
<h2>Moyen d'accès</h2><p>Tramway Ligne 2 - arrêt : Facultés</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : UFR Lettres - UFR Langues et Sciences Humaines - UFR Sciences économiques et de Gestion - UFR Droit - STAPS -IUFM - Audencia - Ecole centrale - ENITIAA<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U UFR Lettres Nantes</h2><p>Chemin de la Censive du Tertre, 44300 Nantes</p>
r723;Cafet'U Lettres Angers;110,110,110,110,110,000,000;0;Au sein de l'UFR Lettres;47,47984;-0,604076;Angers;cafeteria;"<img src="""" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'UFR Lettres</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 8h30 à 15h00</p>
<h2>Moyen d'accès</h2><p>Bus Ligne 1 - arrêt IUT</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Espace détente
<br/>Établissements à proximité : Faculté de lettres, langues et sciences humaines - Faculté des sciences - Istia (école d'ingénieurs) - IUT<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U Lettres Angers</h2><p>11, Boulevard de Lavoisier, 49000 Angers</p>
r724;Cafet'U la Gabare;111,111,111,111,111,000,000;0;Au sein du Resto U la Gabare;47,478903;-0,550464;Angers;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/6d4760a2a92a8ca3eb2f44b56acdf749.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U la Gabare</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 8h30 à 20h00</p>
<h2>Moyen d'accès</h2><p>Tramway Ligne A - arrêt : Berges de Maine
<br/>Bus Ligne 9 - arrêt : Faculté</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : Faculté de droit, d'économie et de gestion - ITBS (IMIS-ESTHUA)<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U la Gabare</h2><p>55, Quai Félix Fauré, 49100 Angers </p>
r725;Vente à emporter du Resto U Bartholdi;010,010,010,010,010,000,000;0;Au sein du Resto U Bartholdi;48,017774;0,153573;Le Mans;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/18622a971b79b82e82aaa69444794804.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U Bartholdi</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h30 à 13h30</p>
<h2>Moyen d'accès</h2><p>Tramway Ligne T1 & Bus Ligne 18 - arrêt : Université</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : UFR Lettres/Langues/Sciences Humaines - UFR Droit/Economie/Gestion - UFR Sciences/Techniques - IUT - ENSIM - ESGT - ESPE<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Vente à emporter du Resto U Bartholdi</h2><p>1, Rue Démocrite, 72000 Le Mans</p>
r726;Vente à emporter du Resto U le Tertre;010,010,010,010,010,000,000;0;Au sein du Resto U le Tertre;47,245503;-1,555177;Nantes;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/4333e43cdc187cf7854ca753da55063e.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U le Tertre</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h00 à 14h00</p>
<h2>Moyen d'accès</h2><p>Tram Ligne 2 - arrêt : Facultés</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Établissements à proximité : UFR Lettres - UFR Langues et Sciences Humaines - UFR Sciences économiques et de Gestion - UFR Droit - STAPS -IUFM - Audencia - Ecole centrale - Oniris Geraudière<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Vente à emporter du Resto U le Tertre</h2><p>4, Route de la Jonelière, 44300 Nantes</p>
r727;Cafet'U Aubépin;010,010,010,010,010,000,000;0;Au sein du Resto U Aubépin;48,086375;-0,757504;Laval;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/42ea60b447f777cde6b5277dc2f6a748.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U Aubépin</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 9h00 à 15h00</p>
<h2>Moyen d'accès</h2><p>Bus Ligne B - arrêt : Centre Universitaire</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : Faculté de Droit - IUT Laval - ESTACA - ESIEA<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U Aubépin</h2><p>4, Rue Georges Charpak, 53810 Change</p>
r728;Cafet'U IUT La Roche sur Yon;110,110,110,110,110,000,000;0;Au sein de l'IUT;46,67704;-1,405102;La Roche-sur-Yon;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/71bab64f23680a444555e69f6cd78880.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'IUT</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 8h30 à 16h10</p>
<h2>Moyen d'accès</h2><p>Bus Ligne 7A/7B/H - arrêt : Courtaisière</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse
<br/>Établissements à proximité : IUT LA ROCHE/YON - Lycée de Lattre de Tassigny -  UFR Langues - UFR Droit et sciences politiques - UFR IGARUN<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U IUT La Roche sur Yon</h2><p>18, Boulevard Gaston Defferre, 85000 Roche sur Yon</p>
r729;Cafet'U Heinlex;111,111,111,111,110,000,000;0;Au sein du Resto U Heinlex;47,262412;-2,267132;Saint-Nazaire;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/99e7fdc8ae664658415b81703cc5f2e7.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U Heinlex</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 8h00 à 20h00</p>
<h2>Moyen d'accès</h2><p>Bus Hélyce et T1 : arrêt Heinlex ;
<br/>Bus Ligne U1 - arrêt IUT</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Terrasse et espace lounge
<br/>Établissements à proximité : IUT ST-NAZAIRE - Lycée Professionnel Heinlex - CFA - Centre Universitaire Gavy Océanis - Ecole Polytechnique - Ecole d'infirmière<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U Heinlex</h2><p>62, Rue Michel Ange, 44600 Saint-Nazaire </p>
r795;Cafet'U Le Kiosque;010,010,010,010,010,000,000;0;Au sein de l'ESPE site Arago;47,249941;-1,55363;Nantes;cafeteria;"<img src="""" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'ESPE site Arago</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h00 à 14h00</p>
<h2>Moyen d'accès</h2><p>Tramway Ligne 2 - arrêt : Recteur Schmitt</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations froides
<br/>Terrasse
<br/>Établissements à proximité : UFR Lettres - UFR Langues et Sciences Humaines - UFR Sciences économiques et de Gestion - UFR Droit - STAPS -IUFM - Audencia - Ecole centrale - ENITIAA<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U Le Kiosque</h2><p>Rue Recteur Schmitt, 44300 Nantes</p>
r740;Salle Administrative Resto U Belle Beille;010,010,010,011,010,000,000;0;Au sein du Resto U Belle Beille;47,479049;-0,601126;Angers;resto;"<img src=""../../https@crous.parking.einden.com/static-images/10d3e9a8de945318c56b6dbba9d173eb.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U Belle Beille</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h30 à 13h30</p>
<h2>Moyen d'accès</h2><p>Bus Ligne 1 - arrêt : Restaurant Universitaire ;
<br/>Bus Ligne 6 - arrêt : ESSCA</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Restauration traditionnelle
<br/>Établissements à proximité : Faculté de lettres, langues et sciences humaines - Faculté des sciences - Istia (école d'ingénieurs) - IUT<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Salle Administrative Resto U Belle Beille</h2><p>3, Boulevard Lavoisier, 44900 Angers</p>
r741;Salle Administrative Resto U la Gabare;010,010,010,010,010,000,000;0;Au sein du Resto U la Gabare;47,479253;-0,550781;Angers;resto;"<img src="""" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U la Gabare</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h30 à 13h30</p>
<h2>Moyen d'accès</h2><p>Tram Ligne A - arrêt : Berges de Maine ; Bus Ligne 9 - arrêt : Berges de Maine</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Restauration traditionnelle
<br/>Établissements à proximité : Faculté de droit, d'économie et de gestion - ITBS (IMIS-ESTHUA)<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Salle Administrative Resto U la Gabare</h2><p>55, Quai Félix Faure, 49100 Angers</p>
r742;Salle Administrative Resto U Vaurouzé;010,010,010,010,010,000,000;0;Au sein du Resto U Vaurouzé;48,015433;0,165372;Le Mans;resto;"<img src=""../../https@crous.parking.einden.com/static-images/8ab9bfe1ffdc185a7dcb289a728e5a46.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U Vaurouzé</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h30 à 13h30</p>
<h2>Moyen d'accès</h2><p>Tram Ligne T1 - arrêt : Campus-ribay ;
<br/>Bus Ligne 18 - arrêt : Le Ribay</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Restauration traditionnelle
<br/>Établissements à proximité : UFR Lettres/Langues/Sciences Humaines - UFR Droit/Economie/Gestion - UFR Sciences/Techniques - IUT - ENSIM - ESGT - ESPE<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Salle Administrative Resto U Vaurouzé</h2><p>12, Boulevard Charles Nicolle, 72000 Le Mans</p>
r743;Pôle Brasserie Resto U La Courtaisière;010,010,010,010,010,000,000;0;Au sein du Resto U la Courtaisiere;46,678391;-1,406212;La Roche-sur-Yon;resto;"<img src=""../../https@crous.parking.einden.com/static-images/77f17f5f0781ab2b8c5f757b31997e91.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein du Resto U la Courtaisiere</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h45 à 13h45</p>
<h2>Moyen d'accès</h2><p>Bus Ligne H - arrêt : Le RU</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Restauration traditionnelle
<br/>Établissements à proximité : IUT - Lycée de Lattre de Tassigny -  UFR Langues - UFR Droit et sciences politiques - UFR IGARUN<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Pôle Brasserie Resto U La Courtaisière</h2><p>56, Bd Gaston Defferre, 85000 La Roche sur Yon</p>
r749;Cafet'U la Chantrerie;010,010,010,010,010,000,000;0;Campus Atlantech-Chantrerie;47,28297;-1,515051;Nantes;cafeteria;"<img src=""../../https@crous.parking.einden.com/static-images/835b11207c1c1ebbf1ffe0923f109a53.jpg"" class=""image-batiment"" />
<h2>Localisation</h2><p>Campus Atlantech-Chantrerie</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h45 à 13h45</p>
<h2>Moyen d'accès</h2><p>Bus C6 - arrêt : Chantrerie ;
<br/>Bus 75 - arrêt : Chantrerie Grandes Écoles</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides
<br/>Établissements à proximité : IUT la Fleuriaye - Ecole Polytechnique - Ecole des Mines - Oniris Chantrerie - Ecole Supérieure du Bois<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U la Chantrerie</h2><p>4, rue Christian Pauc, 44300 Nantes</p>
r797;Cafet'U UCO;010,010,010,010,010,000,000;0;Au sein de l'Université Catholique de l'Ouest;47,463162;-0,546744;Angers;cafeteria;"<img src="""" class=""image-batiment"" />
<h2>Localisation</h2><p>Au sein de l'Université Catholique de l'Ouest</p>
<h2>Horaires</h2><p>Du lundi au vendredi
<br/>de 11h30 à 13h30</p>
<h2>Pratique</h2><p><img valign=middle height=32 width=32 src='../../https@crous.parking.einden.com/static-images/1abeadca732bb7f2e281a150cc9d6c01.gif'/> Accessible aux personnes à mobilité réduite<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/5db9ea4eb9477538e118e11499e063d3.gif'/> WIFI disponible<br/>
Restauration diversifiée
<br/>Prestations chaudes et froides<br/>
<h2>Paiements possibles</h2><p><img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/9e644f6ea8880e78ed3021f678766a4f.png'/> especes<br/>
<img valign=middle width=32 height=32 src='../../https@crous.parking.einden.com/static-images/1bdae6016597fcf4176164c100f6b9ac.png'/> IZLY<br/>
</p>";<h2>Cafet'U UCO</h2><p>3 Place André Leroy, 49100 Angers</p>
